代码,名称,时间,每股收益,每股净资产,净资产收益率,资产负债率,流动比率,总资产周转率,yield
600356.SH,恒丰纸业,2020/12/31,0.44,7.5,5.96,23.6,2.59,0.613,-5.02392345
600358.SH,国旅联合,2020/12/31,0.0287,0.288,7.65,68.9,1,0.975,14.52702703
600359.SH,新农开发,2020/12/31,0.1,1.29,8.16,72.5,0.75,0.317,-0.90600227
600360.SH,华微电子,2020/12/31,0.04,3.25,1.1,48.9,1.63,0.29,-23.10469315
600361.SH,华联综超,2020/12/31,0.15,4.21,3.71,65.8,0.904,1.08,-4.52261306
600362.SH,江西铜业,2020/12/31,0.67,17.3,4.12,52.5,1.39,2.31,10.87719302
600363.SH,联创光电,2020/12/31,0.61,6.34,9.82,47.8,1.33,0.635,-5.48112057
600365.SH,ST通葡,2020/12/31,-0.17,1.49,-10.8,37.6,2.22,0.547,6.4516129
600366.SH,宁波韵升,2020/12/31,0.183,4.43,4.11,26.2,2.37,0.412,7.21003135
600367.SH,红星发展,2020/12/31,0.19,4.67,4.05,28.8,2.31,0.675,7.44827586
600368.SH,五洲交通,2020/12/31,0.5,4.26,12.4,54.8,2.11,0.161,0.81967214
600369.SH,西南证券,2020/12/31,0.18,3.78,4.88,68.3,0,0.0437,-13.38289963
600370.SH,三房巷,2020/12/31,0.153,1.57,15.8,52.9,1.21,2.25,6.20915034
600371.SH,万向德农,2020/12/31,0.19,1.78,10.9,22.6,3.18,0.311,-25.90966127
600372.SH,中航电子,2020/12/31,0.35,5.51,6.83,55.4,1.66,0.369,-23.20610687
600373.SH,中文传媒,2020/12/31,1.33,11.2,12.4,36.9,2.45,0.438,4.75718531
600375.SH,汉马科技,2020/12/31,-0.88,4.3,-18.7,80.6,0.659,0.513,-10.83437111
600376.SH,首开股份,2020/12/31,1.13,10.3,10.3,80.4,1.91,0.14,-1.19250427
600377.SH,宁沪高速,2020/12/31,0.489,5.6,8.68,45.9,0.537,0.138,8.03474484
600378.SH,昊华科技,2020/12/31,0.719,7.01,10.5,34.8,2.58,0.578,6.04474062
600379.SH,宝光股份,2020/12/31,0.14,1.72,8.29,34.8,2.43,1.06,27.45098039
600380.SH,健康元,2020/12/31,0.575,5.68,10.4,31.7,2.36,0.505,-7.83608913
600381.SH,青海春天,2020/12/31,-0.54,3.52,-14.3,6.21,9.28,0.0539,-28.1068525
600382.SH,*ST广珠,2020/12/31,0.42,8.06,5.4,13.4,7.1,0.0714,-6.11205432
600383.SH,金地集团,2020/12/31,2.3,12.7,18.6,76.6,1.41,0.228,-11.03703704
600385.SH,*ST金泰,2020/12/31,-0.0616,0.092,-49.2,91.1,0.815,0.286,0.75471698
600386.SH,北巴传媒,2020/12/31,0.09,2.21,3.85,57.9,1.39,0.956,-2.47252747
600387.SH,ST海越,2020/12/31,0.15,6.7,2.29,19.3,4.31,1.14,2.06349207
600388.SH,龙净环保,2020/12/31,0.66,5.54,11.8,74.8,1.25,0.436,8.67117118
600389.SH,江山股份,2020/12/31,1.13,6.66,16.8,55.8,1.05,1.15,6.11947548
600390.SH,五矿资本,2020/12/31,0.83,8.39,9.36,58.5,1.18,0.125,-6.4469914
600391.SH,航发科技,2020/12/31,-0.05,4.42,-1.1,66.5,1.14,0.485,-29.59381044
600392.SH,盛和资源,2020/12/31,0.185,4.31,5.03,33.8,1.88,0.757,96.06299215
600393.SH,ST粤泰,2020/12/31,-0.36,1.99,-16.4,62.9,1.94,0.197,-15.6097561
600395.SH,盘江股份,2020/12/31,0.521,4.25,12,55.1,0.879,0.409,-13.46886912
600396.SH,金山股份,2020/12/31,0.0555,1.44,3.94,88.2,0.267,0.367,-6.07142857
600397.SH,安源煤业,2020/12/31,-0.225,0.631,-30.1,93.2,0.462,1.08,-25.58139535
600398.SH,海澜之家,2020/12/31,0.41,3.05,13.1,49.8,1.86,0.635,12.14953271
600399.SH,抚顺特钢,2020/12/31,0.28,2.55,11.6,45.5,3.62,0.706,-12.08053691
600400.SH,红豆股份,2020/12/31,0.06,1.42,3.83,19.5,2.17,0.469,1.5822785
600403.SH,ST大有,2020/12/31,-0.43,2.64,-15.2,66.9,0.763,0.319,-29.15921288
600405.SH,动力源,2020/12/31,-0.075,1.86,-4.02,58.8,1.13,0.472,-20.24169184
600406.SH,国电南瑞,2020/12/31,1.06,7.39,15,44.8,1.71,0.624,17.19984946
600408.SH,ST安泰,2020/12/31,0.33,2.53,14.8,54.3,0.88,1.56,16.32653061
600409.SH,三友化工,2020/12/31,0.347,5.64,6.26,48.8,0.844,0.724,5.65853658
600410.SH,华胜天成,2020/12/31,0.12,4.36,2.73,40.2,1.44,0.398,-19.30022573
600415.SH,小商品城,2020/12/31,0.17,2.47,6.97,52.8,0.914,0.124,-9.07441016
600416.SH,湘电股份,2020/12/31,0.08,2.9,2.8,74,1.06,0.315,-5.76739752
600418.SH,江淮汽车,2020/12/31,0.08,6.89,1.1,67,0.951,0.998,-33.1152903
600419.SH,天润乳业,2020/12/31,0.56,5.84,11.4,33.5,1.13,0.766,-3.56408494
600420.SH,国药现代,2020/12/31,0.632,7.66,8.26,46.2,1.64,0.7,-5.99369086
600421.SH,华嵘控股,2020/12/31,0.05,0.185,32.4,48.6,1.93,1.16,1.96891192
600422.SH,昆药集团,2020/12/31,0.602,5.87,10.6,43.3,1.78,0.992,-3.8150289
600423.SH,柳化股份,2020/12/31,0.02,0.492,3.29,16.3,5.27,0.202,11.24497992
600425.SH,青松建化,2020/12/31,0.18,3.41,5.4,40.7,0.809,0.373,16.48648649
600426.SH,华鲁恒升,2020/12/31,1.11,9.51,12.1,23.8,0.88,0.677,0.6702413
600428.SH,中远海特,2020/12/31,0.058,4.45,1.31,55.7,0.759,0.321,-13.18681319
600429.SH,三元股份,2020/12/31,0.015,3.31,0.442,55.2,0.825,0.55,-0.20120724
600433.SH,冠豪高新,2020/12/31,0.14,2.21,6.53,26.8,1.64,0.628,9.30735933
600435.SH,北方导航,2020/12/31,0.04,1.49,2.86,43.6,1.71,0.59,-10
600436.SH,片仔癀,2020/12/31,2.77,13,23.1,19.1,4.61,0.685,7.27075624
600438.SH,通威股份,2020/12/31,0.858,6.78,15,50.9,1.14,0.796,-14.82830386
600439.SH,瑞贝卡,2020/12/31,0.0337,2.45,1.35,42.8,1.93,0.269,3.2388664
600444.SH,国机通用,2020/12/31,0.311,4.18,7.6,48.2,1.9,0.667,-6.65961945
600446.SH,金证股份,2020/12/31,0.416,2.66,16.9,52.1,1.75,1.17,-10.24059224
600448.SH,华纺股份,2020/12/31,0.03,2.26,1.23,61.8,0.963,0.929,-5.99455041
600449.SH,宁夏建材,2020/12/31,2.02,13.2,16.2,19.4,2.16,0.646,14.02714934
600452.SH,涪陵电力,2020/12/31,0.91,4.38,21.2,67.8,0.34,0.491,15.68389057
600455.SH,博通股份,2020/12/31,0.464,2.85,17.7,67.6,0.625,0.264,-8.38235294
600456.SH,宝钛股份,2020/12/31,0.843,9.32,9.36,50.1,1.99,0.515,-25.55192935
600458.SH,时代新材,2020/12/31,0.41,5.95,7.05,69.1,1.23,0.972,-0.35252644
600459.SH,贵研铂业,2020/12/31,0.75,7.83,9.81,61.8,1.71,3.38,-18.17475725
600460.SH,士兰微,2020/12/31,0.05,2.63,1.98,54.2,1.19,0.457,-3.08000001
600461.SH,洪城环境,2020/12/31,0.7,5.43,13,63.7,0.92,0.466,3.25443787
600462.SH,ST九有,2020/12/31,0.04,0.0709,249,87,0.957,0.778,2.21238938
600463.SH,空港股份,2020/12/31,0.03,4.15,0.725,59.3,1.21,0.373,-0.96153846
600466.SH,蓝光发展,2020/12/31,0.997,5.4,17.5,82,1.44,0.187,-9.28725702
600467.SH,好当家,2020/12/31,0.043,2.24,1.92,49.3,0.709,0.191,-9.21985814
600468.SH,百利电气,2020/12/31,0.101,1.62,6.29,44.7,1.49,0.636,-6.12244897
600469.SH,风神股份,2020/12/31,0.35,3.95,8.06,61.5,0.912,0.757,2.05223881
600470.SH,六国化工,2020/12/31,0.32,2.63,13.2,70.4,0.594,1.06,21.10311751
600475.SH,华光环能,2020/12/31,1.09,12.9,9.16,52.8,1.01,0.507,25
600476.SH,湘邮科技,2020/12/31,0.027,0.985,2.71,61.4,1.46,0.832,-4.59330144
600477.SH,杭萧钢构,2020/12/31,0.336,1.88,19.2,52.7,1.33,0.917,11.19999999
600478.SH,科力远,2020/12/31,0.034,1.55,2.19,50.4,0.96,0.405,-24.69387755
600479.SH,千金药业,2020/12/31,0.71,5.42,13.4,34.7,2.31,0.902,2.43055556
600480.SH,凌云股份,2020/12/31,0.13,6.16,2.16,57.4,1.19,0.896,-4.26267281
600481.SH,双良节能,2020/12/31,0.0843,1.35,6.14,46.2,1.69,0.52,24.42159384
600482.SH,中国动力,2020/12/31,0.28,16.5,1.72,37.8,2.61,0.471,-5.41294643
600483.SH,福能股份,2020/12/31,0.9,8.52,10.6,46.5,0.963,0.305,21.81588903
600486.SH,扬农化工,2020/12/31,3.9,19.2,22,45.4,1.55,0.958,-9.15151509
600487.SH,亨通光电,2020/12/31,0.55,8.37,6.31,51.9,1.54,0.722,-12.36597574
600488.SH,天药股份,2020/12/31,0.031,2.72,1.15,38.9,1.04,0.544,3.04259635
600489.SH,中金黄金,2020/12/31,0.34,4.83,8.37,44.3,1.27,1.12,-5.33484677
600490.SH,鹏欣资源,2020/12/31,0.209,2.95,7.14,22.6,1.89,0.944,-19.04761905
600491.SH,龙元建设,2020/12/31,0.53,7.44,7.35,80,0.919,0.292,-1.7208413
600493.SH,凤竹纺织,2020/12/31,0.109,2.82,3.92,59.9,1.27,0.583,-4.51866405
600495.SH,晋西车轴,2020/12/31,0.02,2.67,0.631,17.4,3.85,0.291,-1.703163
600496.SH,精工钢构,2020/12/31,0.35,3.39,10.7,56.7,1.42,0.777,20.75892857
600497.SH,驰宏锌锗,2020/12/31,0.0926,2.87,3.19,41.7,0.412,0.632,0.41666666
600498.SH,烽火通信,2020/12/31,0.09,9.17,0.892,65.5,1.39,0.634,-23.58803988
600499.SH,科达制造,2020/12/31,0.166,3.46,5.37,49.4,1.26,0.563,54.77888733
600500.SH,中化国际,2020/12/31,0.11,4.22,2.35,49.9,1.14,0.997,2.27703986
600501.SH,航天晨光,2020/12/31,0.11,5.05,2.09,54.8,1.23,0.746,-14.67181467
600502.SH,安徽建工,2020/12/31,0.47,4.32,8.73,83.6,1.13,0.581,9.52380951
600503.SH,华丽家族,2020/12/31,0.0937,2.37,3.87,33.3,1.76,0.177,0.27472527
600505.SH,西昌电力,2020/12/31,0.0937,3.28,2.88,63.8,0.809,0.256,1.13475177
600506.SH,*ST香梨,2020/12/31,0.03,1.89,1.61,7.27,13,0.4,-8.21782178
600507.SH,方大特钢,2020/12/31,0.99,4.22,27.4,31.1,2.26,1.25,28.8184438
600508.SH,上海能源,2020/12/31,0.92,14.2,6.63,38.5,0.495,0.458,-1.18343195
600509.SH,天富能源,2020/12/31,0.0421,5.18,0.804,69.8,0.623,0.232,40.43392505
600510.SH,黑牡丹,2020/12/31,0.79,8.5,9.2,69.6,1.55,0.317,1.17820325
600511.SH,国药股份,2020/12/31,1.83,15.2,12.6,47.4,1.97,1.64,-31.35266679
600512.SH,腾达建设,2020/12/31,0.38,3.31,12.2,52.7,1.57,0.558,-5.06756758
600513.SH,联环药业,2020/12/31,0.36,3.72,10,42.3,1.29,0.704,-17.74975755
600515.SH,*ST基础,2020/12/31,-1.98,1.86,-50.5,85.8,0.633,0.0909,32.2962963
600516.SH,方大炭素,2020/12/31,0.14,4.09,3.58,14,7.26,0.188,15.41725602
600517.SH,国网英大,2020/12/31,0.21,3.02,11.4,49.5,1.5,0.335,23.35526316
600518.SH,*ST康美,2020/12/31,-5.62,-2.04,-416,119,0.96,0.107,-24.62686567
600519.SH,贵州茅台,2020/12/31,37.2,128,31.4,21.4,4.06,0.494,0.55055055
600520.SH,文一科技,2020/12/31,0.05,2.39,2.22,52,1.01,0.359,0.29325513
600521.SH,华海药业,2020/12/31,0.64,4.31,15.3,48.2,2.26,0.547,-23.95740907
600522.SH,中天科技,2020/12/31,0.754,7.45,10.2,48.6,1.87,1.01,5.62730633
600523.SH,贵航股份,2020/12/31,0.37,6.49,5.81,14.7,4.29,0.696,-3.7982973
600525.SH,长园集团,2020/12/31,0.1,3.33,3.04,63.1,1.07,0.544,-15.68322981
600526.SH,菲达环保,2020/12/31,0.1,3.73,2.59,68.2,1.22,0.448,63.35540839
600527.SH,江南高纤,2020/12/31,0.134,1.42,9.65,6.39,13,0.448,-1.48698883
600528.SH,中铁工业,2020/12/31,0.79,8.37,9.15,50.5,1.51,0.585,3.20366132
600529.SH,山东药玻,2020/12/31,0.95,7.15,13.9,24.3,2.41,0.635,-20.83748753
600530.SH,交大昂立,2020/12/31,0.12,1.07,11.7,32.6,1.1,0.246,4.24028269
600531.SH,豫光金铅,2020/12/31,0.29,3.44,8.68,68.9,1.13,1.77,-4.0609137
600532.SH,未来股份,2020/12/31,0.04,3.65,1.17,27,3.77,1.49,11.11934766
600533.SH,栖霞建设,2020/12/31,0.311,3.96,8.04,80.8,1.65,0.155,-4.0880503
600535.SH,天士力,2020/12/31,0.75,7.91,9.75,24.9,3.26,0.67,-8.99256256
600536.SH,中国软件,2020/12/31,0.14,4.67,2.98,66.8,1.36,0.96,-32.00863383
600537.SH,亿晶光电,2020/12/31,-0.55,2.27,-21.8,64.4,0.956,0.588,-24.90118577
600538.SH,国发股份,2020/12/31,0.007,1.65,0.43,20.3,2.36,0.294,17.28813559
600539.SH,狮头股份,2020/12/31,0.05,1.83,2.68,14.1,6.37,0.396,-4.62585034
600540.SH,新赛股份,2020/12/31,0.0187,1.44,1.31,62.5,0.87,0.662,38.86861314
600543.SH,莫高股份,2020/12/31,0.01,3.65,0.158,15,4.68,0.0988,-22.29232387
600545.SH,卓郎智能,2020/12/31,-0.3,2.08,-12.6,60.4,1.27,0.372,3.14285714
600546.SH,山煤国际,2020/12/31,0.42,3.56,9.44,72.9,0.588,0.85,-27.02702703
600547.SH,山东黄金,2020/12/31,0.52,5.74,8.7,50.4,0.516,1.04,-9.77984761
600548.SH,深高速,2020/12/31,0.94,8.73,9.92,52.3,0.718,0.16,19.14414418
600549.SH,厦门钨业,2020/12/31,0.437,5.42,8.19,60.5,0.911,0.781,8.84272999
600550.SH,保变电气,2020/12/31,0.011,0.332,3.39,86.6,0.96,0.66,-12.35294118
600551.SH,时代出版,2020/12/31,0.554,9.45,5.75,31,2.45,0.931,-2.98913043
600552.SH,凯盛科技,2020/12/31,0.158,3.32,4.81,62.7,1.12,0.701,20.49418604
600555.SH,*ST海创,2020/12/31,-0.16,0.646,-21.8,57.8,0.901,0.00603,5.40540541
600556.SH,天下秀,2020/12/31,0.17,1.83,13.9,22,4.98,0.984,-21.10671936
600557.SH,康缘药业,2020/12/31,0.44,7.03,6.49,29.3,1.7,0.496,2.16322517
600558.SH,大西洋,2020/12/31,0.118,2.35,5.12,25.3,2.17,0.988,-4.7318612
600559.SH,老白干酒,2020/12/31,0.35,3.86,9.26,46.3,1.22,0.565,-33.25921222
600560.SH,金自天正,2020/12/31,0.17,3.6,4.8,57.3,1.53,0.388,-5.3097345
600561.SH,江西长运,2020/12/31,-1.19,3.84,-27.4,75.2,0.304,0.308,-9.11111111
600562.SH,国睿科技,2020/12/31,0.38,3.47,15.2,44.4,1.95,0.673,-17.33254997
600563.SH,法拉电子,2020/12/31,2.47,12.9,20.1,19.4,4.34,0.549,-7.65225478
600565.SH,迪马股份,2020/12/31,0.76,4.21,18.1,77.6,1.35,0.276,9.15750918
600566.SH,济川药业,2020/12/31,1.53,8.63,18.4,26.2,3.34,0.643,-1.28521997
600567.SH,山鹰国际,2020/12/31,0.3,3.29,9.21,62.1,0.773,0.568,21.19205297
600568.SH,ST中珠,2020/12/31,0.0016,1.9,0.086,12.1,4.57,0.156,19.42446043
600569.SH,安阳钢铁,2020/12/31,0.08,3.47,2.3,73.2,0.824,0.81,-0.78431373
600570.SH,恒生电子,2020/12/31,1.27,4.36,29.3,49.5,1.09,0.455,-19.92373689
600571.SH,信雅达,2020/12/31,0.26,2.26,11.6,37,2.28,0.798,1.58311346
600572.SH,康恩贝,2020/12/31,0.18,1.88,9.36,42.3,1.27,0.617,-11.0403397
600573.SH,惠泉啤酒,2020/12/31,0.115,4.64,2.5,6.74,11.3,0.496,-22.07014543
600575.SH,淮河能源,2020/12/31,0.12,2.48,4.95,37.8,0.94,0.744,-2.15517241
600576.SH,祥源文化,2020/12/31,0.03,1.66,1.87,13.6,5.84,0.196,41.62011173
600577.SH,精达股份,2020/12/31,0.22,1.92,11.4,52.2,1.82,1.64,17.68488746
600578.SH,京能电力,2020/12/31,0.2,3.57,5.67,61.3,0.491,0.256,44.70198675
600579.SH,克劳斯,2020/12/31,-0.28,7.23,-4.26,66.8,1.28,0.607,-4.46247465
600580.SH,卧龙电驱,2020/12/31,0.665,5.83,11.9,60.7,1.22,0.62,-30.19230765
600581.SH,八一钢铁,2020/12/31,0.206,2.94,7.31,79.9,0.481,1.04,8.61618799
600582.SH,天地科技,2020/12/31,0.33,4.36,7.76,41,2.11,0.548,9.0909091
600583.SH,海油工程,2020/12/31,0.08,5.12,1.6,31.9,1.75,0.548,0.89086859
600584.SH,长电科技,2020/12/31,0.81,8.36,10,58.5,0.681,0.803,-19.68522434
600585.SH,海螺水泥,2020/12/31,6.63,30.5,23.5,16.3,4.66,0.928,-0.77489344
600586.SH,金晶科技,2020/12/31,0.23,3.06,7.83,53.8,0.758,0.512,2.46153846
600587.SH,新华医疗,2020/12/31,0.58,10.8,5.47,58,0.961,0.79,-7.80590713
600588.SH,用友网络,2020/12/31,0.31,2.31,13.4,49.6,1.1,0.494,-18.60041032
600589.SH,ST榕泰,2020/12/31,-1.73,1.87,-61.7,63.8,1.43,0.267,-16.25766871
600590.SH,泰豪科技,2020/12/31,-0.3,4.17,-6.96,71.5,1.18,0.453,-13.18101933
600592.SH,龙溪股份,2020/12/31,0.37,5.13,7.5,29.6,4.53,0.406,-0.5780346
600593.SH,*ST圣亚,2020/12/31,-0.54,3.65,-13.8,71.3,0.249,0.0533,19.14438503
600594.SH,益佰制药,2020/12/31,0.289,4.25,6.57,33.7,1.49,0.629,0.57471264
600595.SH,*ST中孚,2020/12/31,-0.91,0.834,-70.8,101,0.305,0.384,33.18965517
600596.SH,新安股份,2020/12/31,0.75,7.94,9.59,41.9,1.34,1.07,16.03686631
600597.SH,光明乳业,2020/12/31,0.5,5.13,10.1,56.1,0.997,1.33,12.73062731
600598.SH,北大荒,2020/12/31,0.557,3.92,14.5,16.9,2.53,0.407,-18.70129868
600599.SH,ST熊猫,2020/12/31,0.28,3.77,7.66,20.5,4.77,0.228,11.30063966
600600.SH,青岛啤酒,2020/12/31,1.63,15.1,11.1,48.5,1.59,0.704,-14.84909457
600601.SH,ST方科,2020/12/31,-0.419,0.334,-70.2,91.7,0.578,0.63,-10.83123426
600602.SH,云赛智联,2020/12/31,0.182,3.14,5.91,27.7,3.17,0.742,3.55871886
600603.SH,广汇物流,2020/12/31,0.69,5.39,12.5,58.6,1.37,0.264,-1.44927536
600604.SH,市北高新,2020/12/31,0.09,3.45,2.76,56.2,1.7,0.0644,-7.57575758
600605.SH,汇通能源,2020/12/31,0.337,5.26,6.69,9.81,8.81,0.114,7.82681099
600606.SH,绿地控股,2020/12/31,1.23,6.97,18.3,88.9,1.2,0.359,-4.11663808
600608.SH,ST沪科,2020/12/31,0.007,0.192,3.7,67.5,1.5,4.66,6.58536585
600609.SH,金杯汽车,2020/12/31,-0.38,0.43,-92.4,76.5,1.18,0.999,-20.59336824
600610.SH,中毅达,2020/12/31,0.0425,0.084,67.8,93.6,0.85,0.816,14.05940594
600611.SH,大众交通,2020/12/31,0.23,3.93,5.72,43.1,1.64,0.156,4.24929178
600612.SH,老凤祥,2020/12/31,3.03,15.2,21.2,51.9,2.04,2.82,22.41341274
600613.SH,神奇制药,2020/12/31,-0.64,4.26,-13.9,24.9,3.13,0.547,-10
600615.SH,*ST丰华,2020/12/31,0.008,3.37,0.232,6.3,23.3,0.0885,-3.13432836
600616.SH,金枫酒业,2020/12/31,0.02,2.92,0.625,14.1,6.12,0.264,-37.65144457
600617.SH,国新能源,2020/12/31,-0.7,2.78,-22.4,88.5,0.465,0.361,-10.23454158
600618.SH,氯碱化工,2020/12/31,0.525,4.45,12.4,15.1,3.67,0.818,6.56634747
600619.SH,海立股份,2020/12/31,0.19,5.11,3.6,63.4,1.17,0.767,4.60893854
600620.SH,天宸股份,2020/12/31,0.15,3.46,4.3,16,17,0.0121,3.24149109
600621.SH,华鑫股份,2020/12/31,0.67,6.51,10.8,74.2,1.48,0.0717,-26.61396578
600622.SH,光大嘉宝,2020/12/31,0.28,4.46,6.32,70.6,1.54,0.126,-4.73372781
600623.SH,华谊集团,2020/12/31,0.2,8.83,2.29,53.7,1.06,0.603,18.79310344
600624.SH,复旦复华,2020/12/31,-0.082,1.61,-4.89,42.5,1.67,0.446,-11.23882503
600626.SH,申达股份,2020/12/31,-0.949,2.84,-28,69.4,0.893,1.08,-5.51378446
600628.SH,新世界,2020/12/31,0.11,6.71,1.63,28.7,1.36,0.165,7.69230769
600629.SH,华建集团,2020/12/31,0.332,5.59,5.89,71.6,1.06,0.789,-7.5255102
600630.SH,龙头股份,2020/12/31,-0.69,3.59,-17.6,41.1,2.2,1.17,-9.55631399
600633.SH,浙数文化,2020/12/31,0.4,6.47,6.22,17,1.5,0.316,-6.63390663
600635.SH,大众公用,2020/12/31,0.17,2.93,6.17,58.2,0.593,0.213,-2.89855072
600636.SH,国新文化,2020/12/31,0.348,6.82,5.12,6.63,6.55,0.206,-17.43666165
600637.SH,东方明珠,2020/12/31,0.475,8.66,5.52,20.8,3.08,0.226,7.49440717
600638.SH,新黄浦,2020/12/31,0.399,6.4,6.41,77.6,1.49,0.0757,-19.37321938
600639.SH,浦东金桥,2020/12/31,0.987,9.59,10.7,63.4,1.12,0.132,-2.25806457
600640.SH,号百控股,2020/12/31,0.013,5.66,0.228,24.5,2.43,0.662,-8.48979592
600641.SH,万业企业,2020/12/31,0.346,6.96,4.87,13.5,5.8,0.124,-35.49826475
600642.SH,申能股份,2020/12/31,0.487,6.28,7.92,49,1,0.273,18.77394637
600643.SH,爱建集团,2020/12/31,0.83,7.22,12,56.7,1.58,0.163,-5.18617021
600644.SH,乐山电力,2020/12/31,0.19,2.95,6.68,54.4,0.446,0.589,-2.68456376
600645.SH,中源协和,2020/12/31,-0.27,7.26,-3.76,28.2,1.47,0.27,-6.27231005
600647.SH,同达创业,2020/12/31,0.0841,2.15,3.98,35.2,2.62,0.48,-12.58333333
600648.SH,外高桥,2020/12/31,0.64,9.65,6.71,71.4,1.09,0.276,1.57480315
600649.SH,城投控股,2020/12/31,0.3,7.89,3.92,65.3,1.9,0.13,-6.99815838
600650.SH,XD锦江在,2020/12/31,0.438,6.43,6.85,23.7,2.43,0.53,20.84257205
600651.SH,飞乐音响,2020/12/31,0.186,1.08,81,68.8,1.71,0.467,6.99708455
600652.SH,*ST游久,2020/12/31,-0.03,2.1,-1.59,4.52,8.37,0.0067,-16.21621622
600653.SH,申华控股,2020/12/31,-0.388,0.565,-50.7,67.9,1.07,1.1,-0.55248619
600654.SH,ST中安,2020/12/31,-0.14,0.0722,-89.8,98,0.753,0.6,-10.91954023
600655.SH,豫园股份,2020/12/31,0.932,8.5,11.2,64.3,1.41,0.416,20.58492691
600657.SH,信达地产,2020/12/31,0.53,8.1,6.68,74.3,1.62,0.268,-5.18518519
600658.SH,电子城,2020/12/31,0.47,6.24,7.66,59.2,2.24,0.236,-7.02402959
600660.SH,福耀玻璃,2020/12/31,1.04,8.61,12.1,43.8,1.53,0.515,-4.09989595
600661.SH,昂立教育,2020/12/31,-0.91,1.96,-33.7,73.9,0.837,0.694,-0.73529412
600662.SH,强生控股,2020/12/31,0.0554,3.07,1.81,48.2,0.831,0.389,-2.38095238
600663.SH,陆家嘴,2020/12/31,0.995,5.02,20.9,66.7,1.01,0.15,1.58878503
600664.SH,哈药股份,2020/12/31,-0.43,1.39,-24.1,66.3,1.07,0.886,-15.98746082
600665.SH,天地源,2020/12/31,0.381,4.53,8.65,87.5,1.68,0.169,-1.2820513
600666.SH,ST瑞德,2020/12/31,-0.56,0.0463,-172,97.3,0.479,0.157,18.5483871
600667.SH,太极实业,2020/12/31,0.4,3.52,11.7,62,1.08,0.86,-12.48677248
600668.SH,尖峰集团,2020/12/31,1.7,12.9,14.2,25.6,1.19,0.55,1.78826894
600671.SH,ST目药,2020/12/31,-0.333,0.598,-45.3,78.9,0.885,0.422,-2.09059233
600673.SH,东阳光,2020/12/31,0.14,2.32,5.98,64.4,0.893,0.383,-1.3916501
600674.SH,川投能源,2020/12/31,0.718,6.39,11.3,28,0.842,0.0262,24.77611937
600675.SH,中华企业,2020/12/31,0.23,2.58,8.92,64.6,1.72,0.224,1.1904762
600676.SH,交运股份,2020/12/31,-0.2,5.44,-3.58,29,2.13,0.891,-4.90797546
600678.SH,四川金顶,2020/12/31,0.11,0.464,27,67,0.385,0.531,-1.63934426
600679.SH,上海凤凰,2020/12/31,0.15,4.08,3.71,28.1,1.75,0.608,-12.45474291
600681.SH,百川能源,2020/12/31,0.36,2.94,11.6,45.3,0.852,0.501,12.82051282
600682.SH,南京新百,2020/12/31,0.56,12,4.74,31.2,1.48,0.237,-18.11722916
600683.SH,京投发展,2020/12/31,0.56,4.58,10.9,83.1,2.48,0.185,10.97256858
600684.SH,珠江股份,2020/12/31,-0.69,2.47,-22.2,89.6,1.32,0.0916,-5
600685.SH,中船防务,2020/12/31,2.59,10.2,29.8,54.9,1.18,0.254,-7.97592175
600686.SH,金龙汽车,2020/12/31,-0.02,5.87,0.669,73.4,1.27,0.562,-25.81395349
600688.SH,上海石化,2020/12/31,0.058,2.7,2.13,34.4,1.14,1.65,2.61627907
600689.SH,上海三毛,2020/12/31,-0.18,2.12,-7.94,37.9,2.18,1.34,-6.78925035
600690.SH,海尔智家,2020/12/31,1.34,7.14,15.5,66.5,1.04,1.07,6.74426566
600691.SH,阳煤化工,2020/12/31,0.0543,2.33,2.36,73.8,0.678,0.539,10.97046414
600692.SH,亚通股份,2020/12/31,0.167,2.5,6.9,66.4,1.35,0.372,8.42857143
600693.SH,东百集团,2020/12/31,0.235,4.06,6.66,65,1.11,0.175,-3.0162413
600694.SH,大商股份,2020/12/31,1.7,31.6,5.47,44.6,1.7,0.448,8.37438422
600695.SH,*ST绿庭,2020/12/31,-0.03,0.936,-3.15,30.7,3.35,0.0282,-36.39010189
600696.SH,岩石股份,2020/12/31,0.02,0.927,2.84,18.4,4.41,0.186,41.45299145
600697.SH,欧亚集团,2020/12/31,0.14,16.7,0.701,75.7,0.346,0.357,-6.15604866
600698.SH,湖南天雁,2020/12/31,0.0096,0.732,1.32,38.7,2.17,0.513,0.80645161
600699.SH,均胜电子,2020/12/31,0.49,11.1,4.44,65.4,1.28,0.846,-28.98264984
600702.SH,舍得酒业,2020/12/31,1.75,10.6,17.6,41.4,1.88,0.442,-3.11329588
600703.SH,三安光电,2020/12/31,0.24,6.62,3.95,23.9,3.39,0.246,-13.80970011
600704.SH,物产中大,2020/12/31,0.52,4.92,10.6,68.2,1.11,4.04,11.21281464
600705.SH,中航产融,2020/12/31,0.37,3.85,9.39,83.4,1.03,0.0509,-8.67579909
600706.SH,曲江文旅,2020/12/31,-0.33,4.56,-7.05,69.3,1.16,0.367,-3.77622378
600707.SH,彩虹股份,2020/12/31,-0.23,5.48,-4.02,51.9,1,0.252,68.61861862
600708.SH,光明地产,2020/12/31,-0.0343,4.93,0.756,83.4,1.52,0.172,-3.13725492
600710.SH,苏美达,2020/12/31,0.42,3.99,10.9,75.5,1.05,2.31,3.03571428
